id,db,found_in,title,abstract,authors,year,doi,doi_normalized,source,doc_type,keywords,language
WOS_16,WoS,WoS,Higher education students' trust and use of ChatGPT: empirical evidence,"This paper combines a modified version of the unified theory of acceptance and use of technology (UATAU) with the expectancy value theory (EVT) to examine the variables that influence higher education students' trust and use of ChatGPT. The quantitative method was used, with a structured questionnaire developed to collect data from respondents, which was then analysed using Smart PLS 4. According to the findings, perceived mobility influenced performance and effort expectancy, while social influence and performance expectancy determined students' trust. The three predicted elements that influenced ChatGPT adoption were perceived learning gains, perceived risks, and trust in ChatGPT. The study presented some recommendations for universities.","Abdalla, RAM",2025,10.1504/ijtel.2024.10061581,10.1504/ijtel.2024.10061581,INTERNATIONAL JOURNAL OF TECHNOLOGY ENHANCED LEARNING,Article,ChatGPT; perceived mobility; trust in ChatGPT; use of ChatGPT,English
SCOPUS_372,Scopus,Scopus,Higher education students’ trust and use of ChatGPT: empirical evidence,"This paper combines a modified version of the unified theory of acceptance and use of technology (UATAU) with the expectancy value theory (EVT) to examine the variables that influence higher education students’ trust and use of ChatGPT. The quantitative method was used, with a structured questionnaire developed to collect data from respondents, which was then analysed using Smart PLS 4. According to the findings, perceived mobility influenced performance and effort expectancy, while social influence and performance expectancy determined students’ trust. The three predicted elements that influenced ChatGPT adoption were perceived learning gains, perceived risks, and trust in ChatGPT. The study presented some recommendations for universities. © © 2025 Inderscience Enterprises Ltd.","Abdalla, R.A.M.",2025,10.1504/ijtel.2025.143514,10.1504/ijtel.2025.143514,International Journal of Technology Enhanced Learning,Article,ChatGPT; perceived mobility; trust in ChatGPT; use of ChatGPT,English
SCOPUS_349,Scopus,Scopus,Holistic Review in Applicant Selection: A Scoping Review,"Purpose To avoid overreliance on metrics and better identify candidates who add value to the learning environment, some medical schools and residency programs have begun using holistic review for screening and selection, but limited data support or refute this use. This scoping review examines holistic review definitions and practice in medical education, summarizes research findings, and identifies gaps for future research. Method The authors searched 7 databases using a comprehensive search strategy including the keywords holistic, attributes, mission-based, mission-centric, and socially accountable for articles on holistic review within undergraduate medical education (UME) and graduate medical education (GME) published from database inception through July 5, 2024. Author pairs independently screened articles for inclusion and extracted data. Discrepancies were resolved via discussion. Quantitative and qualitative synthesis was performed. Results 6,511 articles were identified, with 33 included in this review. Twenty-five studies (76%) focused exclusively on GME, with only a few assessing holistic review in UME. Holistic review was implemented at 3 main stages: screening, interviewing, and ranking. Common rationales included service patterns, patient-physician identity concordance, enhancing patient trust, professional advocacy, and educational benefits. Holistic review elements varied, with most falling within the Association of American Medical Colleges experiences, attributes, and metrics framework. Nearly all studies reported an increase in the percentage of underrepresented in medicine trainees interviewed or selected. Several studies also demonstrated increases in other groups (e.g., women, lower socioeconomic status). Many studies included additional interventions to promote diversity, limiting the ability to assess holistic review in isolation. Conclusions This scoping review summarizes the literature on the rationale, development and implementation process, structure and components, outcomes assessed, barriers, and strategies for success for holistic review. This work can inform institutions and departments seeking to develop or refine their own holistic review systems and serve as a nidus for future research. © Lippincott Williams & Wilkins.","Gottlieb, M.; Davenport, D.; Landry, A.; Bailey, J.; Westrick, J.; Daniel, M.",2025,10.1097/acm.0000000000005891,10.1097/acm.0000000000005891,Academic Medicine,Review,,English
SCOPUS_426,Scopus,Scopus,Hooked on help: Student overreliance on ChatGPT in higher education,"This case study examines the phenomenon of university students’ dependence on ChatGPT, an AI-based language model widely used for academic tasks. Based on qualitative research involving 40 semi-structured interviews with students aged 18 to 25, the narrative centers on Lina, a composite character representing common experiences and challenges. Initially embraced as a productivity tool, ChatGPT gradually became integral to Lina’s academic routine, enhancing efficiency but eventually fostering cognitive reliance that impaired her critical thinking, creativity, and academic confidence. The case highlights the psychological impact of this dependence, including anxiety during AI unavailability, and the tension between AI-assisted work and authentic student voice, as reflected in faculty feedback. This study underscores the need for higher education institutions to develop policies and pedagogical strategies that balance AI integration with fostering academic integrity, student autonomy, and responsible technology use. © Association for Information Technology Trust 2025","Farhat, Z.",2025,10.1177/20438869251397953,10.1177/20438869251397953,Journal of Information Technology Teaching Cases,Article,ChatGPT; cognitive offloading; critical thinking; generative AI; student behavior; technology dependence,English
SCOPUS_279,Scopus,Scopus,How ChatGPT impacts student engagement from a systematic review and meta-analysis study,"Generative artificial intelligence, such as ChatGPT, has been increasingly integrated into education to change student learning experience. Current empirical studies have mixed results on how ChatGPT impacts student behavioral, cognitive, and emotional engagement. This systematic literature review and meta-analysis explores whether and how ChatGPT impacts student behavioral, cognitive, and emotional engagement. We used the PRISMA method to select, analyze, and report the results. We screened 766 articles from four databases and identified 17 empirical studies with 1735 students for analysis. We compared the effect on student engagement between ChatGPT-based and non-ChatGPT learning. We found a medium effect size on overall student engagement in ChatGPT-based learning in the random effects model. Our analyses further suggest that ChatGPT-based learning is more effective in fostering student behavioral (medium effective size), cognitive (large effective size), and emotional engagement (medium effective size) than non-ChatGPT learning. Our findings revealed ChatGPT is an effective tool for engaging students in learning. We also suggested three roles ChatGPT plays in fostering student engagement: personalized tutoring, programming and technical assistance, and content generation and collaboration. Our systematic literature review revealed potential risks and results in student disengagement, such as over-reliance. © 2025 The Authors","Heung, Y.M.E.; CHIU, T.K.F.",2025,10.1016/j.caeai.2025.100361,10.1016/j.caeai.2025.100361,Computers and Education: Artificial Intelligence,Review,ChatGPT; Generative artificial intelligence; Meta-analysis; Student engagement; Systematic review,English
SCOPUS_364,Scopus,"Scopus, WoS","How GenAI-supported multi-modal presentations benefit students with different motivation levels: Evidence from digital storytelling performance, critical thinking awareness, and learning attitude","This study guided 97 undergraduates using generative artificial intelligence (GenAI) to conduct multimodal digital storytelling (M-DST) learning activities. Furthermore, the study examined the differences in M-DST ability and critical thinking awareness among undergraduates with different levels of learning motivation and their perceptions of this learning approach. The study demonstrated that the high learning motivation level (HLM) group exhibited significantly superior M-DST performance compared to the low learning motivation level (LLM) group, particularly regarding story structure, accuracy, completeness, appearance, creativity, and interactivity. Furthermore, the HLM group demonstrated a significantly higher level of critical thinking awareness than the LLM group. Regarding learning attitudes, the HLM group demonstrated a greater interest in and receptivity of using GenAI for artistic creation, and a higher curiosity about course satisfaction and AI technology. Irrespective of learning motivation, undergraduates rated GenAI and traditional digital storytelling as being similarly interesting. Nevertheless, some undergraduates stated their concerns regarding the possibility of over-reliance on AI, which might lead to poor learning outcomes or even ethical problems. Some of them highlighted the problems encountered when using AI, such as inaccurate information and challenges in expressing emotions. Despite these issues, most of them considered that mastering AI technology as well as critical thinking and creativity are essential competences nowadays. They also emphasized the importance of collaborating with AI to complete tasks in a more efficient and effective manner. Based on these findings, several recommendations and some guidance are provided to educators for designing and implementing GenAIbased teaching and learning activities. © (2025), (International Forum of Educational Technology and Society). All rights reserved.","Chu, H.-C.; Lu, Y.-C.; Tu, Y.-F.",2025,10.30191/ets.202501_28(1).tp02,10.30191/ets.202501_28(1).tp02,Educational Technology and Society,Article,Critical thinking awareness; Digital storytelling; Generative artificial intelligence; Learning motivation; Multi-modal presentations,English
SCOPUS_357,Scopus,Scopus,How Generative AI Influences Students’ Self-Regulated Learning and Critical Thinking Skills? A Systematic Review,"Generative artificial intelligence (AI), particularly tools such as ChatGPT, is transforming education by enhancing self-regulated learning (SRL) and critical thinking skills, two essential competencies in the digital era. This study systematically analyzes the impact of generative AI on these skills using the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) framework to identify, evaluate, and synthesize relevant studies. Document searches were conducted in Scopus, Web of Science, and ScienceDirect, focusing on publications from 2022 to 2024, when ChatGPT was first widely adopted. Of the 3,214 documents identified, 557 met the initial screening criteria, and 38 studies were selected for detailed analysis. The findings reveal that 71.4% of studies reported AI’s positive role in SRL, mainly through personalized learning, metacognitive support, and adaptive feedback. Likewise, 62.5% of studies reported its significant role in critical thinking, supporting the process of analysis, evaluation, and reflection. However, researchers cautioned against an overreliance on technology, which one said could take away some students’ ability to think for themselves. Such findings indicate that educational institutions need to change their ways and include generative AI in a model that focuses on areas that foster learner independence. This approach will assist teachers and decision-makers in harnessing the distinctive kitsch of AI technology by creating new learning spaces that are creative and future-oriented. © 2025 by the authors of this article.","Sardi, J.; Darmansyah, u.; Candra, O.; Yuliana, D.F.; Habibullah, u.; Yanto, D.T.P.; Eliza, F.",2025,10.3991/ijep.v15i1.53379,10.3991/ijep.v15i1.53379,International Journal of Engineering Pedagogy,Article,artificial intelligence (AI); ChatGPT; critical thinking; self-regulated learning (SLR),English
SCOPUS_212,Scopus,"PsycINFO, Scopus",How Learners’ Trust Changes in Generative AI over a Semester of Undergraduate Courses,"Artificial intelligence (AI) applications, including machine learning (ML), have received attention in education, and generative AI-powered chatbots have been adopted in diverse educational settings worldwide. However, the actual use of and perception regarding generative AI chatbots by learners have been under-investigated. To better prepare for the future of education, it is essential to gain a more accurate understanding of learners’ perceptions, particularly their trust in AI technology because trust in the technology could be closely linked to the successful adoption of these tools in educational settings. To contribute to this understanding, we examined undergraduate students’ trust in generative AI chatbots used in their courses and explored the relationship between their trust levels and learning performance. Additionally, we explored the potential association between learners’ trust levels, self-regulated learning, and computational thinking skills. This research employed an exploratory study design with a regular course setting. We found that learners’ trust levels were not correlated with their computational thinking, self-regulated learning, or learning performance. Furthermore, these constructs (i.e., self-regulated learning, computational thinking, and learning performance) did not significantly predict learners’ trust in AI. However, there was a notable difference between high and low performers concerning changes in trust over time. Trust levels among low performers exhibited a significant change over the semester, whereas those of high performers remained relatively stable. The study suggests that expectations regarding trusting generative AI technology can be influenced by trusting intention through performance. © International Artificial Intelligence in Education Society 2024.","Song, D.",2025,10.1007/s40593-024-00446-6,10.1007/s40593-024-00446-6,International Journal of Artificial Intelligence in Education,Article,AI-powered technology; Generative AI; Human-AI interaction; Trust in AI,English
SCOPUS_586,Scopus,Scopus,"Human-Machine Cocreation: The Effects of ChatGPT on Students' Learning Performance, AI Awareness, Critical Thinking, and Cognitive Load in a STEM Course Toward Entrepreneurship","The advent of generative artificial intelligence (GAI), exemplified by ChatGPT, has introduced both new opportunities and challenges in science, technology, engineering, and mathematics (STEM) and entrepreneurship education. This exploratory quasi-experimental study examined the effects of ChatGPT-assisted collaborative learning (CCL) on students' learning performance, artificial intelligence (AI) awareness, critical thinking, and cognitive load. A total of 36 sophomore undergraduates participated in an eight-week instructional experiment, dedicating 3 h per week to applying STEM and entrepreneurship knowledge in the creation of cultural products. The experimental group (N = 21) participated in CCL, while the control group (N = 15) engaged in non-ChatGPT-assisted collaborative learning (NCCL). The results indicated that the CCL group outperformed the NCCL group in terms of learning performance, AI awareness, and cognitive load, while the NCCL group excelled in critical thinking. The findings confirm that ChatGPT offers significant potential and advantages in addressing complex problems within group collaboration and stimulating group creativity, providing new insights into fostering students' entrepreneurial spirit and skills. However, overreliance on and misuse of ChatGPT may hinder student learning outcomes. Future research should focus on the cocreative problem-solving mechanisms between humans and machines in entrepreneurial education, particularly the interplay of knowledge, thinking, emotions, and actions in collaborative processes involving GAI. © 2008-2011 IEEE.","Ji, Y.; Zhan, Z.; Li, T.; Zou, X.; Lyu, S.",2025,10.1109/tlt.2025.3554584,10.1109/tlt.2025.3554584,IEEE Transactions on Learning Technologies,Article,Artificial intelligence (AI) awareness; ChatGPT; cognitive load; critical thinking; learning performance; STEM and entrepreneurship education,English
SCOPUS_448,Scopus,"Scopus, WoS",Human-in-the-loop assessment with AI: implications for teacher education in Ibero-American universities,"This scoping review examines how artificial intelligence (AI) reshapes assessment in Ibero-American higher education and specifies the teacher-training capacities and ethical safeguards needed for responsible adoption. Guided by PRISMA procedures and an eligibility scheme based on PPCDO (Population–Phenomenon–Context–Design–Outcomes), we searched Scopus and screened records (2015–2025; English/Spanish/Portuguese), yielding 76 peer-reviewed studies. Synthesis combined qualitative thematic analysis with quantitative descriptors and an exploratory correlational look at tool–outcome pairings. Rather than listing generic ICT, we propose a function-by-purpose taxonomy of assessment technologies that distinguishes pre-AI baselines from AI-specific mechanisms–generativity, adaptivity, and algorithmic feedback/analytics. Read through this lens, AI’s value emerges when benefits are paired with conditions of use: explainability practices, data stewardship, audit trails, and clearly communicated assistance limits. The review translates these insights into a decision-oriented agenda for teacher education, specifying five competency clusters: (1) feedback literacy with AI (criterion-anchored prompting, sampling and audits, revision-based workflows); (2) rubric/item validation and traceability; (3) data interpretation and fairness; (4) integrity and transparency in AI-involved assessment; and (5) orchestration of platforms and moderation/double-marking when AI assists scoring. Exploratory correlations reinforce these priorities, signaling where training should concentrate. We conclude that Ibero-American systems are technically ready yet pedagogically under-specified: progress depends less on adding tools and more on professionalizing human-in-the-loop assessment within robust governance. The article offers a replicable taxonomy, actionable training targets, and a research agenda on enabling conditions for trustworthy, AI-enhanced assessment. © © 2025 Fajardo-Ramos, Chiappe and Mella-Norambuena.","Fajardo-Ramos, D.C.; Laverde, A.; Mella-Norambuena, J.",2025,10.3389/feduc.2025.1710992,10.3389/feduc.2025.1710992,Frontiers in Education,Review,artificial intelligence in education; digital competence; educational technology; ICT integration; pedagogical innovation; teacher training,English
SCOPUS_577,Scopus,"Scopus, WoS",Human-robot interaction using ChatGPT for technology driven language learning: contextual insights from the higher education institution of Indonesia,"Purpose: The study explores English as Foreign Language (EFL) learners’ experiences with ChatGPT in classrooms, focusing on its strengths, weaknesses, and impact on foreign language acquisition among postgraduate students. Design/methodology/approach: The study used qualitative research methodology, conducting semi-structured interviews with EFL postgraduate students and teachers of Indonesia. Convenience sampling selected participants, and MaxQDA software helped identify recurring patterns and themes. Findings: The study reveals ChatGPT’s effectiveness in EFL learning and language assessment, but also its limitations, including a lack of human cognitive abilities and potential risks of over-reliance on AI tools like academic integrity and biased information. Practical implications: The study advises EFL teachers to use ChatGPT as a practical learning medium or robot tutor, not a replacement for human instruction. It suggests updating assessment methods and researching AI tools for interactive, multimedia-rich language learning environments, despite potential limitations. Originality/value: This study explores the use of AI in EFL language learning, focusing on ChatGPT’s practical application. It highlights the potential and challenges of integrating AI into traditional teaching methods, advocating for a balanced approach that balances AI strengths and limitations. © 2025, Emerald Publishing Limited.","Muthmainnah, M.; Asad, M.M.; Al Yakin, A.A.; Almusharraf, N.M.",2025,10.1108/aeds-01-2025-0038,10.1108/aeds-01-2025-0038,Asian Education and Development Studies,Article,ChatGPT; Higher education; Human-robot; Indonesia; Language learning,English
WOS_138,WoS,WoS,I can no longer give take-home exams: Health professionals educators' experiences and perceptions regarding the use of artificial intelligence in health professions education in Uganda,"IntroductionArtificial intelligence (AI) tools offer immense opportunities and challenges for medical education. However, there is limited information about the use of AI among health professional educators, particularly in low- and middle-income countries. We aimed to explore the experiences and perceptions regarding AI use in health professional education.Methods and materialsWe collected qualitative data using in-depth interviews with 19 health professional educators. The interviews were audio-recorded and transcribed verbatim. We used Atlas Ti version 9.1 to organise the data. We used Braun and Clarke's six-step thematic analysis for data analysis. The study was approved by the Busitema University Research and Ethics Committee (BUFHS-2023-79).ResultsThree major themes were identified from the data: uptake and use of AI, perceived benefits of AI in health professional education, and concerns regarding AI use. We noted initial reluctance to support AI use, while its use varied from no or infrequent use to frequent use. Health professional educators used AI for various reasons, such as for teaching, student assessment, research, and personal work. AI was perceived to be beneficial in improving the clarity of writing, providing access to individual-tailored information, teaching, learning, and assessment, and research purposes. The barriers to AI use included a lack of institutional policies to guide AI use, limited capacity to afford paid AI versions, and reluctance to use AI. AI was seen to have inherent limitations, which included inaccurate information and a lack of contextual information for resource-limited settings. The fears of AI use included the risk of over-reliance on AI, academic misconduct, examination malpractice, ethical conflicts, and integrity.ConclusionAI use in health professional education was perceived to have some benefits, amidst concerns that may derail its use in health professional education. The lack of policy and guidelines to govern the use of AI in health professions education underscores the need to develop policies and guidelines that safeguard and promote responsible and ethical use of AI.","Mukunya, D; Nantale, R; Paungholi, K; Epuitai, J; Kayemba, F; Jemba, B; Ajalo, E; Afodun, A; Musaba, MW; Munabi, IG; Kiguli, S; Mubuuke, AG",2025,10.1186/s12909-025-07933-x,10.1186/s12909-025-07933-x,BMC MEDICAL EDUCATION,Article,Health professional education; Artificial intelligence; Educators; Uganda,English
SCOPUS_376,Scopus,Scopus,ICT’s role in supporting students with SEND: insights from primary mainstream classrooms in England,"This study critically examines the use of Information and Communication Technology (ICT) in supporting the education of students with Special Educational Needs and Disabilities (SEND) in primary settings, with a focus on its pedagogical implications. Acknowledging the evolving nature of technology, this research highlights its dual potential to enhance and challenge inclusive educational practices. Using a qualitative research design, semi-structured interviews were conducted with 12 practitioners, including seven teachers and five Special Educational Needs Coordinators (SENCOs) from primary schools in Greater London, UK. Reflexive thematic analysis revealed that while ICT is valued for its engaging, gamified, and interactive features, its integration is hindered by insufficient guidance, infrastructure limitations, and financial constraints. Additionally, emotional affordances and gamification were identified as key drivers of student motivation, though concerns were raised regarding over-reliance and distraction. The findings emphasise the need to align ICT affordances with pedagogical strategies to foster self-regulation and responsible digital engagement, thereby contributing to inclusive and effective learning environments. This study underscores the importance of reflective pedagogical approaches and resource allocation to ensure equitable and impactful ICT integration in SEND education. © 2024 Informa UK Limited, trading as Taylor & Francis Group.","Çiftçi, A.",2025,10.1080/08856257.2024.2437903,10.1080/08856257.2024.2437903,European Journal of Special Needs Education,Article,affordances; educational technology; Inclusive education; self-regulation,English
WOS_154,WoS,WoS,IDENTITY CRISIS AMONG HE ACADEMICS,"The landscape of higher education (HE) is experiencing a profound transformation in the digital era, and this is exacerbated by the rise of artificial intelligence (AI). This book chapter explores the identity crisis gripping HE academics, delving into the complexities of their relationship with AI and the challenges they face while adapting to the digital revolution. The first part of the chapter will examine the 'resistance to AI', uncovering the deep-rooted apprehensions among academics. Fear of job displacement looms large, leading to profound anxieties about the future. Simultaneously, scepticism about AI's effectiveness and trust issues emerge, casting doubt on its role in education. Second, the chapter will explore how academics are 'adapting to the Digital Era'. It will describe the strategies being used by academics when coping with this identity crisis. As academic professionals are encouraged to embrace professional development and remain relevant, this section also emphasises the need to view AI as a tool rather than a threat, fostering a more collaborative environment between humans and machines. Finally, the chapter will discuss 'balancing tradition and innovation', addressing the challenge of maintaining core academic values while incorporating AI responsibly. Academics are encouraged to strike a delicate balance between traditional methods and innovative AI-driven approaches to education while retaining the importance of preserving academic integrity and ethics.","Nelson, R",2025,,,ACADEMIC IDENTITY IN THE AGE OF AI: Higher Education and the Digital Revolution,Article; Book Chapter,Higher education; artificial intelligence; academic identity; crisis; generative; education sector; professional development; integrity and ethics,English
SCOPUS_337,Scopus,Scopus,Impact of Artificial Intelligence on Student Reliance for Exam Answers: A Case Study in IRCT Indonesia,"The rapid advancement of artificial intelligence (AI) has transformed various aspects of education, including how students approach examinations. This study addresses the growing reliance on AI in academic settings and its implications for learning and assessment integrity. The study aimed to analyze student reliance on AI in finding answers to midterm and final exams at the Ibnu Rusyd College of Tarbiyah (IRCT) Tanah Grogot, Indonesia. The research employed a mixed-methods approach through a survey of 98 Islamic Education Study Program students and interviews with 5 lecturers and 20 students. Data were analyzed using descriptive and thematic analysis. The results show that 70% of the students utilized AI occasionally or frequently to complete exams, citing efficiency and ease of access. However, only 30% of the students felt that the use of AI supported an in-depth understanding of the material. Conversely, the lecturers highlighted that the overuse of AI risks reducing students' analytical skills. Quantitative analysis showed a moderate correlation (r = 0.45) between AI use and academic outcomes, while regression analysis revealed that other factors, such as lecturer guidance and learning motivation, were more significant in influencing academic success. This study recommends establishing clear institutional policies to regulate AI use, including a proctoring system in technology-based exams and the implementation of project-based learning to reduce student dependency on AI. Additionally, this study contributes novel insights into the ethical considerations of AI use in education and suggests that future research should explore the long-term behavioral impacts of AI reliance on student learning outcomes. © Authors This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0.","Adiyono, A.; Suwartono, T.; Nurhayati, S.; Dalimarta, F.F.; Wijayanti, O.",2025,10.26803/ijlter.24.3.22,10.26803/ijlter.24.3.22,"International Journal of Learning, Teaching and Educational Research",Article,academic ethics; academic examinations; artificial intelligence; higher education; student dependency,English
SCOPUS_155,Scopus,Scopus,Improving students’ programming performance: an integrated mind mapping and generative AI chatbot learning approach,"With the development of the times, programming education has become increasingly important for individual development. However, for programming beginners such as primary and secondary school students, learning programming is not a simple task and requires additional learning support. Generative AI (GenAI) chatbots are effective teaching aids that can reduce the learning difficulty of programming by providing real-time guidance and personalized learning support based on students’ abilities. Therefore, it has been a trend to apply GenAI chatbots in teaching. However, technology always has two sides. Over-reliance on these chatbots may weaken students’ ability to think independently and affect their learning effectiveness. Therefore, how to rationally utilize GenAI chatbots in the classroom and improve their application effectiveness has become an important issue for both researchers and frontline teachers. Based on this, the present study proposed a learning method that integrates mind mapping with GenAI chatbots. To assess the effectiveness of this learning method and to investigate whether there are differences in the impact of various types of mind mapping-supported GenAI chatbots on students’ programming academic performance, computational thinking, and programming self-efficacy, the research team conducted a quasi-experimental study. The participants were 111 seventh-grade students at a junior high school in southeastern China. Experimental Group 1 (36 students) used a learning approach that integrated progressive mind maps with a Generative AI chatbot, Experimental Group 2 (36 students) used a learning approach that integrated self-constructed mind maps with a GenAI chatbot, and the control group (39 students) used a traditional AI chatbot-based learning approach. The results showed that participants in both experimental groups had significantly better programming learning performance as well as computational thinking than the control group, and that the learning method integrating progressive mind mapping with GenAI chatbots was more effective. © The Author(s) 2025.","Ye, X.; Zhang, W.; Zhou, Y.; Li, X.; Zhou, Q.",2025,10.1057/s41599-025-04846-4,10.1057/s41599-025-04846-4,Humanities and Social Sciences Communications,Article,,English
SCOPUS_601,Scopus,Scopus,Incorporating AI Tools Into Database Classes,"This teaching tip explores the integration of AI tools into database education. The author describes how instructors can use AI tools to prepare teaching materials and how students can use AI to facilitate database development. The teaching tips provided encompass both course-level objectives and assignment-specific strategies. The inclusion of AI prompts and the comprehensive coverage of tasks indicates an integrated approach to enhancing overall course delivery while providing specific guidance on individual assignments. Surveys and email interviews with students revealed positive feedback regarding the AI-integrated assignments. Students found AI tools helpful for learning database concepts, developing databases, understanding SQL code, and improving their problem-solving and critical thinking skills. Additionally, students expressed a desire for further learning in prompt engineering and better communication with AI tools. Although student feedback is positive, educators must also consider challenges such as over-reliance on AI and the need to train students in critical thinking and problem-solving skills. Designing assignments that require reflections and detailed documentation of the problem-solving process could be an effective approach. The detailed process and associated materials in the appendices provide useful resources for instructors who want to incorporate AI tools into their database courses. © © 2025 by the Information Systems & Computing Academic Professionals, Inc. (ISCAP). Permission to make digital or hard copies of all or part of this journal for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial use. All copies must bear this notice and full citation. Permission from the Editor is required to post to servers, redistribute to lists, or utilize in a for-profit or commercial use. Permission requests should be sent to the Editor-in-Chief, Journal of Information Systems Education, editor@jise.org.","Zhang, X.",2025,10.62273/gkzi2477,10.62273/gkzi2477,Journal of Information Systems Education,Article,Artificial intelligence; Case study; Database management systems (DBMS); Generative AI in teaching; IT education; Structured query language (SQL),English
PSYC_45,PsycINFO,PsycINFO,InquiryGPT: Augmenting ChatGPT for enhancing inquiry-based learning in STEM education,"The core purpose of integrating inquiry-based learning strategies into STEM activities is to create a challenging learning environment that stimulates students’ active learning, thereby effectively enhancing their interest in learning, thinking skills, and practical application abilities. To achieve these goals, developing more technology-assisted tools and platforms to improve teaching efficiency and enrich the learning experience becomes crucial. Therefore, this research developed InquiryGPT, which guides students through the POEE inquiry process by imposing limitations, facilitating dialogue, and providing feedback, while avoiding over-reliance on ChatGPT. This promotes the cultivation of higher-order thinking skills through interactions with InquiryGPT, thereby enhancing students’ knowledge construction and understanding. This study, based on the Technology Acceptance Model (TAM), examined the effectiveness of InquiryGPT. The results showed no significant difference between InquiryGPT and ChatGPT in terms of perceived usefulness and perceived ease of use. Additionally, through analysis of covariance (ANCOVA), the study further analyzed the impact of InquiryGPT on students’ higher-order thinking skills and learning scores, proving that it significantly enhances students’ creativity, problem-solving abilities, critical thinking, and knowledge construction. (PsycInfo Database Record (c) 2026 APA, all rights reserved) (Source: journal abstract)","Li, Pin-Hui;Lee, Hsin-Yu;Lin, Chia-Ju;Wang, Wei-Sheng;Huang, Yueh-Min",2025,10.1177/07356331241289824,10.1177/07356331241289824,Journal of Educational Computing Research,"Journal , Peer Reviewed Journal , Journal Article","STEM education , inquiry-based learning , ChatGPT , higher order thinking skills , knowledge construction , technology acceptance model (TAM) , Empirical Study , Quantitative Study , Human , Male , Female , Adulthood (18 yrs & older) , Taiwan , article",English
SCOPUS_133,Scopus,"Scopus, WoS",Integrating AI in Construction Estimation Education: A Comparative Study of Togal AI and Bluebeam Revu 20,"The integration of artificial intelligence (AI) into construction education is transforming how future professionals approach estimation tasks. This study examines the role of Togal AI—an AI-powered estimation tool—alongside the industry-preferred Bluebeam Revu 20 in undergraduate construction education. Through a structured experiment with 60 students, we tracked flooring area estimations for a school building, collecting both quantitative performance metrics and qualitative survey responses. Key findings show Togal AI accelerated task completion by 51.3%, improved measurement accuracy by 20.4%, enhanced team coordination by 28.4% and sped up change order processing by 75.7%, while boosting confidence by 55.2%. However, semi-structured interviews revealed concerns that over-reliance on automation might hinder critical thinking. This highlights the importance of curricular frameworks positioning AI as an educational support tool rather than a replacement for essential competencies. This study offers practical strategies for integrating AI tools into estimation education. While Togal AI automates measurement, freeing cognitive capacity for large, complex projects, its technical limitations, oversimplified markups and risk of over-reliance on AI underscore the need for curricula that balance AI efficiency with manual estimation skills. These findings inform the modernization of academic curricula, ensuring AI enhances rather than replaces essential competencies in construction education. © 2025 The Author(s). European Journal of Education published by John Wiley & Sons Ltd.","Zhao, T.; Lin, X.; Na, R.",2025,10.1111/ejed.70287,10.1111/ejed.70287,European Journal of Education,Article,AI in education; automation in construction management; construction estimating; critical thinking in AI-assisted learning; pedagogical innovation; Togal AI,English
SCOPUS_587,Scopus,Scopus,Integrating AI: Challenges and Opportunities in Teaching English Writing Skills,"Artificial intelligence (AI) technology has the potential to provide personalized instruction for students and elevate administrative tasks for teachers. AI-driven tools can improve accessibility for students learning English as a second language (L2) or foreign language helping educators consider their use in teaching. This research study explores AI-enabled technology usage, challenges, and opportunities in the Arab World. Study data is gathered from semi-structured, in-depth, face-to-face, qualitative interviews with English language instructors at the University of Ha’il, KSA and Ajman University, UAE. Theoretically supported by sociocultural theory, results provided strong insights into AI technology in teaching. Results revealed that key challenges included plagiarism and the impact on students’ skills development, highlighting concerns about academic integrity and overreliance on AI tools like ChatGPT. Despite AI's potential to improve learning experiences by offering personalized support, participants emphasize the need for balanced integration and ethical use. Effective implementation needs comprehensive training for educators and maintaining a balance between AI tools and traditional teaching approaches to preserve critical thinking and creativity while using AI’s advantages. Thus, considering the findings, this study concludes that AI should supplement traditional teaching methods, ensuring that it enhances rather than replaces the crucial human aspects of education. Finally, study recommendations and implications are discussed accordingly. © 2025 Sciedu Press. All rights reserved.","Aljabr, F.; Zakarneh, B.; Annamalai, N.; Al Said, N.",2025,10.5430/wjel.v15n5p371,10.5430/wjel.v15n5p371,World Journal of English Language,Article,AI in Education; Artificial Intelligence; ChatGPT; Education; English Writing; Sociocultural Theory,English
